product_id,product_name,category,weight_kg,volume_m3,shelf_life_days,packaging_required,material_type_Bamboo Fiber,material_type_Bioplastic (PLA),material_type_Mushroom Mycelium,material_type_Recycled Cardboard,material_co2_factor,CO2 Impact Index,Cost Efficiency Index,packaging_required_int,Material Suitability Score
P00011,Smartphone,Electronics,-0.5383605192784837,0.0974654627971099,-1.686397251837658,1,0,0,0,0,1.0,-0.44089505648137384,-2.6522895368997754,1,-1.7455021953562841
P00012,Smartphone,Electronics,-0.6742473013133061,-0.24715465882480514,-0.19687340471843576,1,0,0,0,1,0.2,-0.18428039202762225,-0.2136669983010755,1,-0.5125930126908135
P00013,Smartphone,Electronics,-0.5857628851045846,0.235313511445876,1.5572369152443326,1,0,0,1,0,0.1,-0.03504493736587087,1.8965774990112398,1,1.0922818526102034
P00014,Smartphone,Electronics,-0.5984035159915448,-0.1782306345004221,1.1309587089963973,1,1,0,0,0,0.3,-0.23299024514759006,1.4562291035629544,1,0.8639489541439873
P00015,Smartphone,Electronics,-0.5510011501654439,0.442085584419025,-0.1380764107532033,1,0,1,0,0,0.5,-0.05445778287320946,-0.13903747468090286,1,-0.5836186278799939
P00016,Smartphone,Electronics,-0.5747023330784944,-0.24715465882480514,0.18040730655847254,1,0,0,0,1,0.2,-0.16437139838065992,0.21951153159766243,1,-0.15522129506086757
P00017,Smartphone,Electronics,-0.5462609135828339,-0.3160786831491882,-1.402211781005701,1,0,0,0,0,1.0,-0.8623395967320221,-1.6260533092372171,1,-1.039872184273679
P00018,Smartphone,Electronics,-0.5857628851045846,-0.10930661017603911,-0.2360714006952574,1,0,0,0,1,0.2,-0.13901389905612477,-0.339636630094545,1,-0.5970575016391326
P00019,Smartphone,Electronics,-0.5715421753567543,0.16638948712149296,-0.5545551180069332,1,0,0,0,1,0.2,-0.08103053764705229,-0.7514982683440719,1,-0.973524580359881
P00020,Smartphone,Electronics,-0.5446808347219638,0.6488576573921742,0.5478885188411754,1,1,0,0,0,0.3,0.0312530468010631,0.4590451530604074,1,0.016635472040112287
P00021,Smartphone,Electronics,-0.6268449354872053,0.5799336330677911,-1.2160213001157985,1,0,1,0,0,0.5,-0.023455651209707107,-1.0076581770205708,1,-1.6925656489060914
P00022,Smartphone,Electronics,-0.5668019387741443,-0.3160786831491882,-1.1621240556476686,1,0,0,0,0,1.0,-0.8828806219233325,-1.3162852491096309,1,-0.7792434337243361
P00023,Smartphone,Electronics,-0.5731222542176244,0.3042375357702591,0.6948810037542565,1,0,0,0,0,1.0,-0.26888471844736533,0.7920128317608688,1,0.4637657222016218
P00024,Smartphone,Electronics,-0.6205246200437252,0.0974654627971099,0.41559528241940236,1,0,0,1,0,0.1,-0.052305915724661534,0.5788307018731205,1,-0.03209880185593611
P00025,Smartphone,Electronics,-0.6157843834611151,0.02854143847272699,0.12651006209034277,1,1,0,0,0,0.3,-0.17617288349651644,0.19634455339084506,1,-0.1973170544131408
P00026,Smartphone,Electronics,-0.5652218599132742,-0.10930661017603911,1.5964349112211542,1,0,0,0,0,1.0,-0.6745284700893134,2.366738566677854,1,1.7709633813104677
P00027,Smartphone,Electronics,-0.5715421753567543,0.02854143847272699,-0.608452362475063,1,0,0,0,1,0.2,-0.10860014737680548,-1.0139442812775723,1,-0.9998522150982575
P00028,Smartphone,Electronics,-0.549421071304574,-0.040382585851656064,0.7438784987252836,1,0,0,0,1,0.2,-0.11796073143124602,1.2612285944162047,1,0.36183923015652963
P00029,Smartphone,Electronics,-0.6173644623219852,-0.1782306345004221,1.1407582079906027,1,1,0,0,0,0.3,-0.23867852904672215,1.4338408805005014,1,0.8794367370373248
P00030,Smartphone,Electronics,-0.6631867492872159,0.16638948712149296,-1.4365100274854201,1,1,0,0,0,0.3,-0.14903917864971689,-1.73161697843128,1,-1.7874708488357032
P00031,Smartphone,Electronics,-0.6189445411828551,-0.24715465882480514,-1.0053320717403822,1,1,0,0,0,0.3,-0.25982976000229807,-1.1607572330909177,1,-1.2455023117380841
P00032,Smartphone,Electronics,-0.6157843834611151,0.16638948712149296,-1.2650187950868255,1,0,0,1,0,0.1,-0.044939489633962215,-1.617309431258726,1,-1.7200793054528631
P00033,Smartphone,Electronics,-0.5936632794089348,0.5110096087434081,-0.15767540874161412,1,0,1,0,0,0.5,-0.04132683533276338,-0.14273480203767566,1,-0.6163485734088507
P00034,Smartphone,Electronics,-0.5920832005480647,0.3042375357702591,-0.6672493564402955,1,0,0,1,0,0.1,-0.028784566477780566,-0.7444306317740859,1,-1.1384647899625149
P00035,Smartphone,Electronics,-0.5999835948524148,0.5110096087434081,1.0476629675456512,1,0,0,0,0,1.0,-0.08897398610900675,0.9429958897668458,1,0.6366369536546581
P00036,Smartphone,Electronics,-0.667926985869826,-0.3160786831491882,1.7042294001574139,1,0,0,0,0,1.0,-0.9840056690190142,1.7319287092397568,1,2.188235069176428
P00037,Smartphone,Electronics,-0.6236847777654653,0.442085584419025,0.7928759936963107,1,0,1,0,0,0.5,-0.09079959667322013,0.7439456733676617,1,0.3836755903695308
P00038,Smartphone,Electronics,-0.6837277744785263,-0.3160786831491882,0.7781767452050026,1,0,0,0,0,1.0,-0.9998064576277145,0.7783266060561456,1,1.2779832028327172
P00039,Smartphone,Electronics,-0.5857628851045846,-0.1782306345004221,-0.04988091980535461,1,0,0,0,0,1.0,-0.7639935196050067,-0.06528963039046874,1,0.21411259979965214
P00040,Smartphone,Electronics,-0.5304601249741336,-0.3160786831491882,0.9006704826325701,1,0,0,0,1,0.2,-0.16930776162466438,1.0639434483645247,1,0.5699782442572345
P00041,Smartphone,Electronics,-0.667926985869826,0.02854143847272699,1.4543421758051758,1,0,0,0,1,0.2,-0.12787710947941983,2.0881637082317472,1,1.0822192852845955
P00042,Smartphone,Electronics,-0.5999835948524148,0.442085584419025,0.836973739170235,1,1,0,0,0,0.3,-0.04736940313001694,0.8031836586624163,1,0.3843431423002519
P00043,Smartphone,Electronics,-0.5747023330784944,0.5110096087434081,0.5625877673324835,1,0,1,0,0,0.5,-0.03184636216754316,0.5181735849887004,1,0.09443412950002661
P00044,Smartphone,Electronics,-0.5826027273828446,0.5110096087434081,1.7140288991516193,1,0,1,0,0,0.5,-0.03579655931971826,1.5673079712277234,1,1.2498254584713375
P00045,Smartphone,Electronics,-0.5905031216871948,0.235313511445876,-0.5300563705214197,1,1,0,0,0,0.3,-0.10655688307239564,-0.641856445363655,1,-0.9234994874490241
P00046,Smartphone,Electronics,-0.549421071304574,0.5799336330677911,-0.6623496069431928,1,0,0,0,1,0.2,0.00610251235264343,-0.5864844923338755,1,-1.1684521192958361
P00047,Smartphone,Electronics,-0.6394855663741655,0.5110096087434081,0.37639728644258075,1,0,0,0,1,0.2,-0.025695191526151497,0.3271608325026507,1,-0.09790752203126774
P00048,Smartphone,Electronics,-0.6157843834611151,-0.040382585851656064,-1.1033270616824362,1,0,0,1,0,0.1,-0.06561669693127713,-1.6814704668348732,1,-1.5377103647511592
P00049,Smartphone,Electronics,-0.5557413867480541,0.0974654627971099,-0.6231516109663711,1,0,0,0,0,1.0,-0.4582759239509442,-0.953986715561178,1,-0.6648756870154269
P00050,Smartphone,Electronics,-0.5257198883915235,0.235313511445876,0.8810714846441593,1,0,1,0,0,0.5,-0.14520318847282376,1.1577288554005003,1,0.526274673116983
P00051,Smartphone,Electronics,-0.5336202826958737,-0.1782306345004221,1.0231642200601379,1,0,0,0,1,0.2,-0.14237018343925917,1.4373273364072383,1,0.6655344034993971
P00052,Smartphone,Electronics,-0.5383605192784837,-0.10930661017603911,-0.1331766612561006,1,0,0,0,0,1.0,-0.6476671294545229,-0.20562484889948843,1,0.014490468198422257
P00053,Smartphone,Electronics,-0.5841828062437145,0.37316156009464213,0.9888659735804188,1,0,0,0,1,0.2,-0.042204249229814486,1.0329250115479451,1,0.5310702228102333
P00054,Smartphone,Electronics,-0.5952433582698048,0.235313511445876,-1.573703013404296,1,0,0,1,0,0.1,-0.035992984682392884,-1.8947542017066323,1,-2.0377100287219028
P00055,Smartphone,Electronics,-0.5841828062437145,0.0974654627971099,-1.137625308162155,1,0,1,0,0,0.5,-0.24335867172330233,-1.6689305773964263,1,-1.3942666364388527
P00056,Smartphone,Electronics,-0.6616066704263459,0.442085584419025,-1.4757080234622417,1,0,0,0,0,1.0,-0.2195210860073209,-1.3370635518371368,1,-1.7561869374549208
P00057,Smartphone,Electronics,-0.5810226485219745,-0.040382585851656064,1.5964349112211542,1,0,0,0,0,1.0,-0.6214052343736306,2.569068063551599,1,1.717840145594785
P00058,Smartphone,Electronics,-0.5573214656089241,0.3042375357702591,0.8957707331354674,1,0,0,0,1,0.2,-0.050616785967733016,1.0397078923133847,1,0.4463875191032004
P00059,Smartphone,Electronics,-0.5446808347219638,-0.3850027074735712,-0.6133521119721657,1,0,1,0,0,0.5,-0.4648417710977675,-0.6597421857995817,1,-0.6485103408743982
P00060,Smartphone,Electronics,-0.5272999672523936,-0.24715465882480514,0.5772870158237916,1,1,0,0,0,0.3,-0.2323363878231596,0.7454100614490815,1,0.3096234036469512
P00061,Smartphone,Electronics,-0.6584465127046059,-0.24715465882480514,-1.304216791063647,1,0,0,1,0,0.1,-0.0905601171529411,-1.440165264689066,1,-1.713656673910706
P00062,Smartphone,Electronics,-0.5510011501654439,0.5110096087434081,-1.5982017608898094,1,0,0,0,1,0.2,-0.007998308284407174,-1.5048814172564884,1,-2.0902034526054023
P00063,Smartphone,Electronics,-0.6410656452350356,0.02854143847272699,1.4641416747993812,1,0,1,0,0,0.5,-0.30626210338115434,2.186565112374565,1,1.2704037781805355
P00064,Smartphone,Electronics,-0.5889230428263247,0.0974654627971099,-1.2993170415665445,1,0,1,0,0,0.5,-0.2457287900146074,-1.8929733495654182,1,-1.553588251551937
P00065,Smartphone,Electronics,-0.6473859606785157,-0.10930661017603911,-1.2650187950868255,1,0,0,1,0,0.1,-0.0756692570854555,-1.671771564886173,1,-1.6893495380013699
P00066,Smartphone,Electronics,-0.6552863549828657,0.5799336330677911,-1.171923554641874,1,1,0,0,0,0.3,-0.022605816574522375,-0.9487561869324498,1,-1.6493177380673516
P00067,Smartphone,Electronics,-0.5810226485219745,-0.3160786831491882,-1.1866228031331822,1,0,0,0,0,1.0,-0.8971013316711627,-1.322728479506555,1,-0.7895214714620196
P00068,Smartphone,Electronics,-0.5920832005480647,-0.10930661017603911,0.2735025470034239,1,0,0,1,0,0.1,-0.07013898107241039,0.38994315696988463,1,-0.1563584719241657
P00069,Smartphone,Electronics,-0.6236847777654653,-0.3160786831491882,-1.421810778994112,1,0,0,0,0,1.0,-0.9397634609146535,-1.5129437621106598,1,-0.9820473180794584
P00070,Smartphone,Electronics,-0.5604816233306642,-0.040382585851656064,-0.2115726532097439,1,0,0,0,0,1.0,-0.6008642091823203,-0.352113335863895,1,-0.11070844402742358
P00071,Smartphone,Electronics,-0.6142043046002451,0.0974654627971099,0.6409837592861268,1,0,0,0,1,0.2,-0.10334776836062705,0.9006745656144666,1,0.24433152764675392
P00072,Smartphone,Electronics,-0.5604816233306642,-0.1782306345004221,-1.4463095264796255,1,1,0,0,0,0.3,-0.22161367734932588,-1.9578767690268497,1,-1.7246958491302997
P00073,Smartphone,Electronics,-0.6315851720698153,0.235313511445876,0.7242795007368728,1,1,0,0,0,0.3,-0.1188814981871818,0.8354824837397267,1,0.3431609989240545
P00074,Smartphone,Electronics,-0.6774074590350462,0.02854143847272699,-0.8534398373301982,1,0,0,0,1,0.2,-0.12977320411246385,-1.2089240898583757,1,-1.2236666332177344
P00075,Smartphone,Electronics,-0.6331652509306854,0.0974654627971099,-0.0057831743314302655,1,0,0,0,1,0.2,-0.10713995762671512,-0.007915307018256327,1,-0.39864321670471514
P00076,Smartphone,Electronics,-0.5604816233306642,0.5799336330677911,0.7585777472165917,1,1,0,0,0,0.3,0.005835602921138072,0.6651761959376601,1,0.2527421442954536
P00077,Smartphone,Electronics,-0.612624225739375,-0.3160786831491882,-0.20177315421553846,1,0,0,0,0,1.0,-0.9287029088885632,-0.2172631689006378,1,0.22692975467302479
P00078,Smartphone,Electronics,-0.6236847777654653,0.02854143847272699,1.4543421758051758,1,0,0,1,0,0.1,-0.059514333929273834,2.2298090904474805,1,1.0138565097344496
P00079,Smartphone,Electronics,-0.664766828148086,0.16638948712149296,0.753677997719489,1,1,0,0,0,0.3,-0.1495132023079779,0.9067814045227284,1,0.4031912000274669
P00080,Smartphone,Electronics,-0.6394855663741655,0.5110096087434081,-0.4369611300764683,1,1,0,0,0,0.3,-0.03854278728922724,-0.37980233183462225,1,-0.8984183427872411
P00081,Smartphone,Electronics,-0.669507064730696,0.5799336330677911,0.1608083085700617,1,0,0,1,0,0.1,-0.008957343166290488,0.12870413149601578,1,-0.33023434826364784
P00082,Smartphone,Electronics,-0.5683820176350143,0.37316156009464213,-0.4663596270590845,1,0,0,0,0,1.0,-0.19522045754037215,-0.49531337983339685,1,-0.7711391695187124
P00083,Smartphone,Electronics,-0.6157843834611151,-0.10930661017603911,1.7091291496545165,1,0,0,1,0,0.1,-0.07250909936371543,2.3571204269975534,1,1.2816382490182319
P00084,Smartphone,Electronics,-0.6774074590350462,-0.24715465882480514,0.41559528241940236,1,0,0,1,0,0.1,-0.09245621178598513,0.4495045004406068,1,0.008051494205387533
P00085,Smartphone,Electronics,-0.6031437525741549,0.6488576573921742,-1.2748182940810309,1,0,0,1,0,0.1,0.004571390481801929,-1.018223514534062,1,-1.7793896845628328
P00086,Smartphone,Electronics,-0.5589015444697941,-0.3160786831491882,0.9006704826325701,1,1,0,0,0,0.3,-0.26249406828569466,1.029359778476041,1,0.6631645509182649
P00087,Smartphone,Electronics,-0.6315851720698153,0.37316156009464213,-0.4663596270590845,1,0,0,1,0,0.1,-0.025842361197517323,-0.46415593897827345,1,-0.9405172658615673
P00088,Smartphone,Electronics,-0.6157843834611151,0.442085584419025,0.3078007934831429,1,0,1,0,0,0.5,-0.08684939952104503,0.290962511335331,1,-0.10534980699581209
P00089,Smartphone,Electronics,-0.6663469070089559,-0.10930661017603911,1.4886404222848948,1,0,1,0,0,0.5,-0.38782675859249754,1.9192055087714408,1,1.3764671808773923
P00090,Smartphone,Electronics,-0.5699620964958844,0.3042375357702591,0.454793278396224,1,0,0,0,0,1.0,-0.2657245607256253,0.5202390179211925,1,0.2205178391218493
P00091,Smartphone,Electronics,-0.5778624908002344,0.37316156009464213,-1.6569987548550418,1,0,0,1,0,0.1,-0.020470093070559234,-1.742329240744891,1,-2.1365286617844825
P00092,Smartphone,Electronics,-0.5731222542176244,-0.1782306345004221,-0.8534398373301982,1,0,0,0,1,0.2,-0.1502705777436093,-1.1358693288808686,1,-1.203169259586589
P00093,Smartphone,Electronics,-0.5620617021915342,0.5799336330677911,-0.06947991779376543,1,1,0,0,0,0.3,0.00536157926287708,-0.060840753729728816,1,-0.5748414970566426
P00094,Smartphone,Electronics,-0.5636417810524043,0.442085584419025,-1.6422995063637338,1,0,0,0,0,1.0,-0.12155619663337924,-1.6329453983272268,1,-2.0207433097303547
P00095,Smartphone,Electronics,-0.6758273801741761,-0.10930661017603911,1.5082394202733056,1,0,1,0,0,0.5,-0.3925669951751076,1.9209937638883527,1,1.4008064154484132
P00096,Smartphone,Electronics,-0.5304601249741336,-0.3160786831491882,0.2833020459976293,1,1,0,0,0,0.3,-0.25396164243699654,0.3346588586609722,1,0.0372636884346258
P00097,Smartphone,Electronics,-0.6221046989045952,-0.3160786831491882,0.9006704826325701,1,0,0,0,1,0.2,-0.18763667641075668,0.96001436376601,1,0.5883071590433269
P00098,Smartphone,Electronics,-0.6584465127046059,-0.24715465882480514,-1.6031015103869122,1,0,0,1,0,0.1,-0.0905601171529411,-1.770205020245856,1,-2.0125413932339713
P00099,Smartphone,Electronics,-0.5336202826958737,-0.3160786831491882,-1.5835025123985014,1,0,0,0,0,1.0,-0.8496989658450619,-1.863601948981653,1,-1.2338035465534394
P00100,Smartphone,Electronics,-0.6505461184002557,0.02854143847272699,0.9349687291122891,1,0,0,0,1,0.2,-0.12440093598550575,1.3767994168795374,1,0.5593696650977948
P00101,Smartphone,Electronics,-0.6489660395393857,0.235313511445876,-0.7260463504055279,1,0,1,0,0,0.5,-0.20682626404675486,-0.8210588252750443,1,-1.019220086358773
P00102,Smartphone,Electronics,-0.5794425696611045,0.6488576573921742,-1.4463095264796255,1,0,0,0,0,1.0,0.06941508773106964,-1.1774876509318104,1,-2.0157246142106953
P00103,Smartphone,Electronics,-0.6663469070089559,-0.24715465882480514,-0.30466789365469527,1,0,0,0,1,0.2,-0.18270031316675223,-0.33351618818565926,1,-0.621967580487943
P00104,Smartphone,Electronics,-0.6347453297915554,-0.040382585851656064,-1.6618985043521446,1,0,1,0,0,0.5,-0.33756395782160575,-2.461601726492212,1,-1.824334546530539
P00105,Smartphone,Electronics,-0.5652218599132742,0.0974654627971099,0.6801817552629484,1,0,0,0,0,1.0,-0.46775639711616435,1.0263976773892989,1,0.6479381523791128
P00106,Smartphone,Electronics,-0.5272999672523936,0.0974654627971099,-0.2311716511981547,1,0,0,1,0,0.1,-0.04298345044552837,-0.37001292015615783,1,-0.6881882007526263
P00107,Smartphone,Electronics,-0.5462609135828339,-0.1782306345004221,-1.6765977528434526,1,1,0,0,0,0.3,-0.2173474644249768,-2.314168389004305,1,-1.9592502884184757
P00108,Smartphone,Electronics,-0.6805676167567862,0.16638948712149296,1.5376379172559218,1,0,0,0,0,1.0,-0.5141781296352933,1.8154828558992144,1,1.551816046891215
P00109,Smartphone,Electronics,-0.5367804404176137,0.3042375357702591,0.6997807532513592,1,0,0,0,1,0.2,-0.04650858092947094,0.832062977250869,1,0.2462893341808302
P00110,Smartphone,Electronics,-0.5336202826958737,-0.3160786831491882,1.5082394202733056,1,1,0,0,0,0.3,-0.2549096897535186,1.7750258690116563,1,1.2631491100268242
P00111,Smartphone,Electronics,-0.607883989156765,0.5799336330677911,-1.6814975023405554,1,0,0,0,0,1.0,-0.027950356088973893,-1.4156180673371104,1,-2.1535471462515816
P00112,Smartphone,Electronics,-0.6537062761219957,0.3042375357702591,1.253452446423965,1,0,0,0,0,1.0,-0.34946874035173664,1.3084808549127018,1,1.1029211867757016
P00113,Smartphone,Electronics,-0.6616066704263459,0.0974654627971099,-0.6868483544287063,1,0,1,0,0,0.5,-0.282070603814618,-0.9048513566959719,1,-0.9047777506140883
P00114,Smartphone,Electronics,-0.669507064730696,-0.1782306345004221,1.5768359132327434,1,1,0,0,0,0.3,-0.2543213097693354,1.8600494641366518,1,1.3311572230020787
P00115,Smartphone,Electronics,-0.5478409924437039,-0.10930661017603911,0.5331892703498673,1,1,0,0,0,0.3,-0.19714428078592292,0.8113678827350342,1,0.23033355113579024
P00116,Smartphone,Electronics,-0.5589015444697941,0.02854143847272699,0.38129703593968345,1,0,1,0,0,0.5,-0.2651800529985336,0.6490781198060067,1,0.14647708893821698
P00117,Smartphone,Electronics,-0.5841828062437145,0.0974654627971099,0.5919862643150997,1,1,0,0,0,0.3,-0.14601520303398138,0.8684616725960946,1,0.23800146734908112
P00118,Smartphone,Electronics,-0.5968234371306749,-0.10930661017603911,0.07751256711931571,1,0,0,1,0,0.1,-0.0706130047306714,0.10977079596621599,1,-0.3518744281500129
P00119,Smartphone,Electronics,-0.5999835948524148,0.16638948712149296,-1.4953070214506525,1,0,1,0,0,0.5,-0.21679705386546094,-1.9511450825676047,1,-1.7785099675851916
P00120,Smartphone,Electronics,-0.6821476956176562,0.16638948712149296,0.6948810037542565,1,0,0,0,0,1.0,-0.5157582084961633,0.8189154217092801,1,0.7106392122504199
P00121,Smartphone,Electronics,-0.5399405981393538,0.3042375357702591,0.6997807532513592,1,0,0,0,1,0.2,-0.04714061247381895,0.8289481759759837,1,0.2469213657251782
P00122,Smartphone,Electronics,-0.5810226485219745,0.5799336330677911,1.0329637190543433,1,0,0,0,0,1.0,-0.001089015454183384,0.8897517035595373,1,0.5340527345085266
P00123,Smartphone,Electronics,-0.5399405981393538,-0.24715465882480514,-0.0400814208111492,1,1,0,0,0,0.3,-0.23612857708924767,-0.05092315006774875,1,-0.30395284372190157
P00124,Smartphone,Electronics,-0.5431007558610939,-0.3850027074735712,-1.407111530502804,1,0,1,0,0,0.5,-0.4640517316673325,-1.5161133106149214,1,-1.4430597988354714
P00125,Smartphone,Electronics,-0.6142043046002451,-0.040382585851656064,1.2583521959210677,1,0,0,1,0,0.1,-0.06545868904519013,1.9223578900189429,1,0.8238108849662578
P00126,Smartphone,Electronics,-0.5683820176350143,-0.3160786831491882,0.7438784987252836,1,0,0,1,0,0.1,-0.08844607007842026,0.8410522446203473,1,0.33232456880370376
P00127,Smartphone,Electronics,-0.6552863549828657,0.3042375357702591,0.7683772462107972,1,1,0,0,0,0.3,-0.10531464576378198,0.8007892797941937,1,0.3736918919745792
P00128,Smartphone,Electronics,-0.6537062761219957,-0.24715465882480514,-1.6618985043521446,1,0,0,1,0,0.1,-0.0900860934946801,-1.844787130949523,1,-2.0718124108574645
P00129,Smartphone,Electronics,-0.6268449354872053,-0.1782306345004221,0.18530705605557524,1,1,0,0,0,0.3,-0.2415226709962882,0.23017320707572334,1,-0.07317027294813655
P00130,Smartphone,Electronics,-0.5652218599132742,0.5110096087434081,0.3029010439860402,1,0,0,0,0,1.0,-0.054212251169866166,0.2814457404022676,1,-0.14288670484409366
P00131,Smartphone,Electronics,-0.6379054875132955,0.37316156009464213,0.7781767452050026,1,0,0,0,0,1.0,-0.2647439274186533,0.7696581323542693,1,0.542920672623656
P00132,Smartphone,Electronics,-0.5715421753567543,-0.10930661017603911,0.7683772462107972,1,0,0,1,0,0.1,-0.06808487855327935,1.128556199234916,1,0.33646212476407655
P00133,Smartphone,Electronics,-0.5841828062437145,0.0974654627971099,-0.02048242282273838,1,0,1,0,0,0.5,-0.24335867172330233,-0.030048330942333445,1,-0.27712375109943604
P00134,Smartphone,Electronics,-0.5573214656089241,0.6488576573921742,-1.4512092759767283,1,1,0,0,0,0.3,0.027460857534975004,-1.2031447445560393,1,-1.9786701335117034
P00135,Smartphone,Electronics,-0.5826027273828446,0.5799336330677911,1.4543421758051758,1,1,0,0,0,0.3,-0.0008007282945160398,1.251006828065661,1,0.9551429040996917
P00136,Smartphone,Electronics,-0.6015636737132848,0.442085584419025,0.19510655504978064,1,0,0,1,0,0.1,-0.015947808929425978,0.18694630076452856,1,-0.2889456360207934
P00137,Smartphone,Electronics,-0.5462609135828339,0.5110096087434081,0.7144800017426673,1,0,0,0,1,0.2,-0.00705026096788517,0.6757772120548997,1,0.22153026271055254
P00138,Smartphone,Electronics,-0.5557413867480541,0.3042375357702591,0.2931015449918347,1,0,0,0,0,1.0,-0.251503850977795,0.34082370682972907,1,0.04460539596962976
P00139,Smartphone,Electronics,-0.5288800461132636,0.235313511445876,0.753677997719489,1,0,0,0,1,0.2,-0.05871330693347752,0.986238373807266,1,0.3123913046529665
P00140,Smartphone,Electronics,-0.6789875378959161,0.02854143847272699,0.7830764947021053,1,1,0,0,0,0.3,-0.19513382982695676,1.1067750072176452,1,0.4782103245290621
P00141,Smartphone,Electronics,-0.5462609135828339,-0.3160786831491882,-0.8681390858215063,1,0,0,1,0,0.1,-0.08623395967320222,-1.006724128623259,1,-1.281905126148304
P00142,Smartphone,Electronics,-0.6284250143480753,-0.3160786831491882,-0.8044423423591712,1,0,0,1,0,0.1,-0.09445036974972636,-0.8517081434224438,1,-1.209991972609445
P00143,Smartphone,Electronics,-0.6663469070089559,-0.040382585851656064,0.8173747411818242,1,0,0,0,0,1.0,-0.706729492860612,1.1565579091873632,1,1.0241042340424362
P00144,Smartphone,Electronics,-0.5731222542176244,0.3042375357702591,1.4739411737935866,1,0,0,0,1,0.2,-0.05377694368947307,1.6799715585807542,1,1.0277181174830596
P00145,Smartphone,Electronics,-0.6521261972611256,-0.24715465882480514,-0.8387405888388901,1,0,0,0,1,0.2,-0.17985617121718617,-0.9326782066853402,1,-1.158884417621704
P00146,Smartphone,Electronics,-0.6568664338437358,-0.1782306345004221,1.101560212013781,1,0,0,0,0,1.0,-0.8350970683441579,1.3190788648307705,1,1.436657280357939
P00147,Smartphone,Electronics,-0.5636417810524043,0.442085584419025,-0.6427506089547819,1,0,0,0,1,0.2,-0.02431123932667585,-0.6390896697573965,1,-1.1184393696281059
P00148,Smartphone,Electronics,-0.5304601249741336,0.442085584419025,1.3612469353602243,1,0,0,0,1,0.2,-0.017674908111021726,1.3996725527040275,1,0.878921843471246
P00149,Smartphone,Electronics,-0.5841828062437145,0.442085584419025,0.371497536945478,1,0,0,0,0,1.0,-0.14209722182468953,0.36198832424065,1,0.01359475877016747
P00150,Smartphone,Electronics,-0.6489660395393857,0.37316156009464213,-1.2650187950868255,1,0,0,0,0,1.0,-0.27580447944474357,-1.2376317378652397,1,-1.4892143156420818
P00151,Smartphone,Electronics,-0.5857628851045846,-0.3160786831491882,0.9447682281064945,1,0,0,1,0,0.1,-0.09018415682537728,1.0475977308720723,1,0.5349523849318718
P00152,Smartphone,Electronics,-0.5272999672523936,0.02854143847272699,1.2240539494413487,1,0,0,0,1,0.2,-0.09975170575593333,2.2021600670148893,1,0.8238056551972821
P00153,Smartphone,Electronics,-0.5920832005480647,0.02854143847272699,1.55233716574723,1,0,0,0,0,1.0,-0.5635417620753378,2.5012456272294363,1,1.6158789278225676
P00154,Smartphone,Electronics,-0.6821476956176562,0.16638948712149296,1.5376379172559218,1,0,0,0,0,1.0,-0.5157582084961633,1.8121022112314422,1,1.553396125752085
P00155,Smartphone,Electronics,-0.6473859606785157,0.37316156009464213,-0.9808333242548686,1,0,1,0,0,0.5,-0.1371122002919368,-0.9610844602584879,1,-1.3437211239629319
