material_id,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score,material_type_Bamboo Fiber,material_type_Bioplastic (PLA),material_type_Mushroom Mycelium,material_type_Recycled Cardboard,derived_material_co2_factor,CO2 Impact Index,Cost Efficiency Index,Material Suitability Score
M00022,-1.3709031530124598,1.3949323031982246,0.9459722814332123,-1.332294785970809,1.2697924795347146,-2.026773448166908,-1.455778869118866,-1.3113606400946998,2.0946839613995,False,False,True,False,0.1,-0.1332294785970809,2.179559677505906,1.8462901239637544
M00023,-1.2477798630734518,0.22441568170725995,0.8349334959005564,-1.3870832522045713,1.2230821929924636,-0.8745429489247771,-1.329501007534888,-1.3452642376472463,0.8630964958541685,False,False,True,False,0.1,-0.13870832522045715,0.9448176403156048,0.5484975537083837
M00024,-1.2069179851897636,0.8479069474260654,1.123634338285461,-1.3688204301266504,1.2697924795347146,-0.8745429489247771,-1.325146598514751,-1.3791678351997927,0.24730276308150267,False,False,True,False,0.1,-0.13688204301266504,0.36553137640649014,0.3097544168497748
M00025,-0.9429287478096195,1.1125966357029162,1.2968548437164042,-1.2957691418149677,1.1926764404319419,-0.29842769930371177,-1.3469186436154368,-1.921625396040536,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,1.2670863916599857,1.0216404461396729
M00026,-1.1036879779046562,1.8478457698052808,1.057011066965868,-1.222717853503285,1.0494609392410785,-1.4506581985458427,-1.1509702377092643,-0.8367102743590494,1.4788902286268342,False,False,True,False,0.1,-0.12227178535032851,1.5261724884314423,1.814518027725012
M00027,-1.0128240652422442,0.45969540462001685,0.25975258684139857,-1.2775063197370469,1.0521049177246022,-2.026773448166908,-1.2881341218435853,-1.2435534449896068,2.0946839613995,False,False,True,False,0.1,-0.1277506319737047,2.369994018000841,1.5532246443086954
M00028,-0.9854035945571376,0.43616743232874117,0.6061935977032852,-1.3688204301266504,1.1212890213768036,-0.29842769930371177,-1.1901599188904988,-1.3791678351997927,-0.3684909696911631,False,False,True,False,0.1,-0.13688204301266504,-0.1637346453578019,-0.6639414130219782
M00029,-0.6047429426933048,0.7832050236250572,1.0792188240723979,-1.09487809895784,1.0494609392410785,-0.29842769930371177,-0.8091491296284969,-0.6671922865963171,-0.3684909696911631,False,False,True,False,0.1,-0.109487809895784,-0.16408478275597083,0.8021475611636676
M00030,-0.9026045262138745,0.989074781173719,1.1769329553411345,-1.332294785970809,1.2266074976371617,-2.026773448166908,-1.2228179865415276,-1.175746249884514,0.24730276308150267,False,False,True,False,0.1,-0.1332294785970809,0.5675162234091558,1.0259353788861443
M00031,-0.871420461513165,1.0243667396106328,0.9304268514586388,-1.1679293872695227,1.132746261472073,-0.8745429489247771,-1.1879827143804302,-1.3791678351997927,0.24730276308150267,False,False,True,False,0.1,-0.11679293872695228,0.5638650159487679,0.49324277089347424
M00032,-0.5176426240464954,0.7008571206055925,0.8282711687685969,-1.1131409210357608,1.2182348991060037,-1.4506581985458427,-0.9789710814138466,-1.040131859674328,0.8630964958541685,False,False,True,False,0.1,-0.11131409210357608,1.3244249532215195,1.9244706294788725
M00033,-1.254231738528771,2.2948772433395184,0.9126606457734142,-1.1861922093474435,1.2222008668312891,-1.4506581985458427,-1.2445900316422134,-0.9384210670166888,-0.3684909696911631,False,False,True,False,0.1,-0.11861922093474436,-0.37813267657772065,-0.31730474858373253
M00034,-1.0477717239585564,1.1184786287757356,0.9926085713569264,-1.222717853503285,1.1561014047431983,-1.4506581985458427,-1.1945143279106358,-1.040131859674328,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.39404536703358206,0.5771235448511507
M00035,-0.7794812362748664,0.9596648158096245,0.7305570374998602,-1.1861922093474435,1.2697924795347146,-2.026773448166908,-1.2380584181120078,-1.3791678351997927,0.24730276308150267,False,False,True,False,0.1,-0.11861922093474436,0.705879944918644,0.6661996114133042
M00036,-0.9133576519727398,0.6773291483143168,1.0592318426765224,-1.0218268106461572,1.1561014047431983,-0.8745429489247771,-1.0421100122058353,-0.8706138719115959,0.8630964958541685,False,False,True,False,0.1,-0.10218268106461573,0.991848856087264,1.5253932606872649
M00037,-1.0918595395699044,0.18912372327034668,1.2968548437164042,-1.3140319638928883,1.0494609392410785,-0.8745429489247771,-1.059527648286384,-0.7010958841488636,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.21497087179798224,0.8997344274259857
M00038,-0.9913178137245134,0.9126088712270731,0.5862066163074064,-1.1861922093474435,1.1900324619484182,-1.4506581985458427,-1.0856541024072068,-0.7689030792539565,0.8630964958541685,False,False,True,False,0.1,-0.11861922093474436,0.9574327845368619,1.092070190748961
M00039,-1.4268194069585596,0.8537889404988842,0.9326476271692931,-1.4418717184383334,1.0521049177246022,-1.4506581985458427,-1.3926399383268768,-1.175746249884514,0.24730276308150267,False,False,True,False,0.1,-0.14418717184383334,0.2131232944498198,-0.26050264565552494
M00040,-1.143474543212458,2.424281090941535,1.2968548437164042,-1.1861922093474435,1.1393562076808823,-2.026773448166908,-1.3534502571456424,-1.2774570425421534,0.8630964958541685,False,False,True,False,0.1,-0.11861922093474436,1.0730722097873528,1.2069708963647723
M00041,-0.9536818735684848,1.2655284555962079,0.5684404106221819,-1.2775063197370469,1.2050150066883856,-1.4506581985458427,-1.1117805565280299,-0.9045174694641424,1.4788902286268342,False,False,True,False,0.1,-0.1277506319737047,1.6369889115863794,1.6799956178380244
M00042,-0.760663266196852,1.3890503101254057,0.9681800385397422,-1.332294785970809,1.1772532326113876,-0.8745429489247771,-1.1553246467294014,-1.413071432752339,0.8630964958541685,False,False,True,False,0.1,-0.1332294785970809,1.2577578763867179,1.3626859271857377
M00043,-0.8396987405245122,2.1654733957375027,0.7838556545555339,-1.222717853503285,1.2543692717141603,-0.8745429489247771,-1.1204893745683042,-1.2096498474370605,-0.3684909696911631,False,False,True,False,0.1,-0.12227178535032851,-0.08770033564737112,0.023447788011078552
M00044,-0.7391570146791214,0.12442179946933841,0.7261154860785549,-1.1131409210357608,1.2420307054577167,-0.8745429489247771,-1.1792738963401561,-1.5147822254099785,0.24730276308150267,False,False,True,False,0.1,-0.11131409210357608,0.6874196447425374,0.5129406882932849
M00045,-0.9106693705330234,1.58315608152843,0.5839858405967553,-1.2044550314253641,1.2019303651242743,0.27768755031735365,-1.0725908753467956,-1.2435534449896068,0.8630964958541685,False,False,True,False,0.1,-0.12044550314253642,1.0250180006679406,0.7771568940088764
M00046,-0.8198054578706114,2.330169201776432,0.6506091119163482,-1.1679293872695227,1.1759312433696258,-1.4506581985458427,-0.8635792423802114,-0.2942527135183061,0.24730276308150267,False,False,True,False,0.1,-0.11679293872695228,0.2910765475911027,1.1203516702151115
M00047,-0.823031395598271,0.7420310721153246,1.1347382168387259,-1.1679293872695227,1.154338752420849,-1.4506581985458427,-1.2228179865415276,-1.413071432752339,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,1.2628830867974252,1.4326501664333422
M00048,-0.925723746595435,2.388989132504621,0.808284187372718,-1.2592434976591262,1.1561014047431983,-1.4506581985458427,-1.0138063535749435,-0.6332886890437707,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,0.951179102833677,1.4824766090763002
M00049,-0.6810901355812485,-0.3520196394289936,0.9815046928036614,-1.222717853503285,1.1340682507138349,-0.8745429489247771,-1.1117805565280299,-1.3791678351997927,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.677993184028284,0.8555799421150674
M00050,-1.0402445359273507,2.0890074857908565,0.9459722814332123,-1.3140319638928883,1.1821005264978477,-1.4506581985458427,-1.257653258702625,-1.2435534449896068,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.464711485856777,0.4403895092601686
M00051,-0.9047551513656475,1.000838767319357,0.49959636359193477,-1.1861922093474435,1.238064737732431,-0.8745429489247771,-1.3861083247966712,-1.9555289935930824,-0.3684909696911631,False,False,True,False,0.1,-0.11861922093474436,0.11286220373986056,-0.8911416189597594
M00052,-1.040782192215294,0.3361735500908196,1.0370240855699893,-1.1679293872695227,1.2019303651242743,-0.8745429489247771,-1.0290467851454237,-0.6671922865963171,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,0.8513610887842982,1.4991339993939028
M00053,-1.2450915816337356,0.600863238367671,0.6594922147589589,-1.3870832522045713,1.1671179817578803,-0.29842769930371177,-1.1335526016287156,-0.8706138719115959,0.8630964958541685,False,False,True,False,0.1,-0.13870832522045715,0.7515575158491485,0.6011705840411136
M00054,-0.7310921703599723,-0.23437977797261517,1.1702706282091782,-1.1679293872695227,1.2019303651242743,-1.4506581985458427,-1.0334011941655612,-0.9384210670166888,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,1.1654055196597572,1.9848862143435007
M00055,-1.110677509647919,0.21265169556162236,0.6039728219926309,-1.1679293872695227,1.2107436267360199,-0.29842769930371177,-1.209754759481116,-1.2774570425421534,2.0946839613995,False,False,True,False,0.1,-0.11679293872695228,2.193761211232697,1.7371360464982277
M00056,-1.0284160975925989,0.9949567742465383,1.2968548437164042,-1.0583524548019987,1.2697924795347146,-1.4506581985458427,-1.3926399383268768,-1.6843002131727107,0.8630964958541685,False,False,True,False,0.1,-0.10583524548019987,1.2273203365884464,1.1870865945544553
M00057,-1.4359595638535951,1.1949445387223814,0.5573365320689169,-1.3505576080487298,1.2495219778277002,-0.8745429489247771,-1.4819053232396888,-1.5825894205150715,0.8630964958541685,False,False,True,False,0.1,-0.135055760804873,0.9090422552402622,-0.16759245842691442
M00058,-1.1483134498039476,1.2184725110136572,0.9015567672201493,-1.2044550314253641,1.0573928746916497,-0.8745429489247771,-1.1379070106488527,-0.8706138719115959,0.24730276308150267,False,False,True,False,0.1,-0.12044550314253642,0.2368963239264078,0.29736414726519966
M00059,-0.9187342148521725,-0.5167154454679235,0.9926085713569264,-1.2409806755812054,1.2036930174466238,-1.4506581985458427,-1.262007667722762,-1.413071432752339,0.24730276308150267,False,False,True,False,0.1,-0.12409806755812054,0.5905762159520922,0.5791702247092515
M00060,-1.098849071313167,-0.2167337987541588,0.7016869532613675,-1.222717853503285,1.2032523543660363,-1.4506581985458427,-1.303374553414065,-1.3113606400946998,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.45182824518240083,0.06882962675226639
M00061,-1.0192759406975633,-0.5167154454679235,0.4951548121706294,-1.2592434976591262,1.2530472824723984,-1.4506581985458427,-1.1400842151589212,-0.9045174694641424,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,0.9839047703155264,0.9342378045627608
M00062,-1.1461628246521742,-0.016746034278315714,0.5950897191500203,-1.2592434976591262,1.2697924795347146,-0.8745429489247771,-1.3425642345952997,-1.5147822254099785,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,1.059497905797294,0.38935940418578885
M00063,-0.780556548850753,0.8479069474260654,0.819388065925983,-1.09487809895784,1.2592165656006202,-0.8745429489247771,-1.325146598514751,-1.921625396040536,0.8630964958541685,False,False,True,False,0.1,-0.109487809895784,1.4076865455181666,0.8935970420492646
M00064,-0.9284120280351513,1.4125782824166808,0.8926736643775386,-1.0583524548019987,1.1790158849337364,-1.4506581985458427,-1.4296524149980427,-1.921625396040536,-0.3684909696911631,False,False,True,False,0.1,-0.10583524548019987,0.1327494172717283,-0.5397632120124842
M00065,-0.8730334303769948,1.3772863239797681,0.7083492803933272,-1.0766152768799193,1.2160315837030673,-2.026773448166908,-1.220640782031459,-1.2096498474370605,0.24730276308150267,False,False,True,False,0.1,-0.10766152768799193,0.594910114735967,0.5442692287062985
M00066,-0.9993826580436626,1.6949139499119892,1.247997778082036,-1.1679293872695227,1.1776938956919745,-1.4506581985458427,-1.1966915324207048,-1.107939054779421,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,1.0604053702312108,1.49556826990909
M00067,-0.7595879536209655,1.2302364971592947,0.5706611863328361,-1.1861922093474435,1.1957610819960525,-1.4506581985458427,-1.0442872167159039,-0.9384210670166888,-0.3684909696911631,False,False,True,False,0.1,-0.11861922093474436,-0.08379170659622481,0.1032407620297538
M00068,-0.9047551513656475,0.9596648158096245,0.9859462442249667,-1.2592434976591262,1.2274888237983368,-0.8745429489247771,-1.2772480992932422,-1.6164930180676178,2.0946839613995,False,False,True,False,0.1,-0.12592434976591263,2.4671769093270948,2.2852881576830453
M00069,-0.545063094731602,0.7420310721153246,0.8615828044283949,-1.2592434976591262,1.2697924795347146,-1.4506581985458427,-1.1422614196689902,-1.5147822254099785,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,1.4602948207915567,1.6577491343789983
M00070,-1.2671354894394093,0.5949812452948516,1.2968548437164042,-1.4236088963604128,1.1657959925161183,-0.29842769930371177,-1.2293496000717332,-1.1418426523319676,-0.3684909696911631,False,False,True,False,0.1,-0.1423608896360413,-0.40627685905883926,-0.21024327496165254
M00071,-0.8724957740890514,2.4066351117230784,0.6461675604950397,-1.2044550314253641,1.1706432864025782,-0.8745429489247771,-1.1662106692797445,-1.3113606400946998,-0.3684909696911631,False,False,True,False,0.1,-0.12044550314253642,-0.07477607450046997,-0.321376138644067
M00072,-0.8413117093883421,1.4243422685623195,0.739440140342471,-1.0583524548019987,1.2041336805272111,-0.8745429489247771,-1.2641848722328306,-1.6503966156201644,-0.3684909696911631,False,False,True,False,0.1,-0.10583524548019987,0.05438219315332549,-0.3879170655052988
M00073,-0.49721168510465136,0.6361551968045842,0.3174927553183807,-1.0400896327240778,1.1164417274903435,-0.8745429489247771,-1.0921857159374129,-1.5486858229625249,0.24730276308150267,False,False,True,False,0.1,-0.10400896327240779,0.8422767939142641,0.3343227319282199
M00074,-1.2235853301160047,1.1125966357029162,0.9726215899610506,-1.2775063197370469,1.1807785372560857,-0.8745429489247771,-1.2010459414408419,-0.9723246645692353,0.8630964958541685,False,False,True,False,0.1,-0.1277506319737047,0.8405571071790057,0.9257978716846069
M00075,-1.1789598582167138,0.5243973284210246,0.9326476271692931,-1.1679293872695227,1.2697924795347146,-1.4506581985458427,-1.4318296195081113,-1.6164930180676178,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,1.115966257145566,0.6397464262921947
M00076,-1.2370267373145865,1.5184541577274222,0.6750376447335323,-1.3688204301266504,1.210302963655433,-2.026773448166908,-1.412234778917494,-1.3452642376472463,0.24730276308150267,False,False,True,False,0.1,-0.13688204301266504,0.42251080468441027,-0.13755751887579182
M00077,-1.1510017312436638,0.8008510028435141,1.010374777042151,-1.405346074282492,1.131424272230311,-0.8745429489247771,-1.3011973489039965,-1.3791678351997927,-0.3684909696911631,False,False,True,False,0.1,-0.1405346074282492,-0.2182953520308304,-0.4661312617735758
M00078,-0.8128159261273489,1.3831683170525868,0.2975057739225019,-1.2409806755812054,1.1671179817578803,-2.026773448166908,-0.9571990363131605,-0.4637707012810384,0.8630964958541685,False,False,True,False,0.1,-0.12409806755812054,1.00747960603998,1.3196148018700953
M00079,-0.9929307825883433,1.1008326495572787,1.0059332256208455,-1.2409806755812054,1.265385848728842,-0.8745429489247771,-1.4231208014678371,-1.9555289935930824,0.24730276308150267,False,False,True,False,0.1,-0.12409806755812054,0.6774927819609965,0.12445014768737912
M00080,-1.0800311012351527,1.5596281092371538,0.7238947103679007,-1.2957691418149677,1.1296616199079617,-0.8745429489247771,-1.2075775549710475,-1.175746249884514,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,0.9906429495900633,0.7179988429277554
M00081,-1.0423951610791238,2.241939305684148,0.8105049630833723,-1.222717853503285,1.1675586448384676,-0.8745429489247771,-1.355627461655711,-1.6843002131727107,0.8630964958541685,False,False,True,False,0.1,-0.12227178535032851,1.1763287964307556,0.5499688154510898
M00082,-1.0079851586507549,0.9184908642998925,0.999270898488886,-1.0035639885682364,1.1763719064502127,-2.026773448166908,-1.2554760541925565,-1.1418426523319676,-0.3684909696911631,False,False,True,False,0.1,-0.10035639885682364,-0.12100007414936154,0.005171318663838423
M00083,-1.1182046976791244,0.37734750160055164,1.148062871102645,-1.2592434976591262,1.1613893617102458,-0.8745429489247771,-1.2228179865415276,-1.175746249884514,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,0.9677097847165717,1.1091354197317367
M00084,-1.0112110963784144,1.3419943655428543,0.592868943439366,-1.2592434976591262,1.1428815123255804,-0.8745429489247771,-1.0812996933870698,-0.8706138719115959,1.4788902286268342,False,False,True,False,0.1,-0.12592434976591263,1.5489788256354895,1.5288286628763381
M00085,-0.8821735872720304,2.189001368028778,0.6816999718654919,-1.1861922093474435,1.1984050604795762,-1.4506581985458427,-1.2903113263536539,-1.5486858229625249,-0.3684909696911631,False,False,True,False,0.1,-0.11861922093474436,0.0396467693904603,-0.3924883875642828
M00086,-1.0585248497174218,0.5243973284210246,0.5195833449878136,-1.3140319638928883,1.1199670321350417,-0.8745429489247771,-1.3186149849845452,-1.5486858229625249,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.5073928983486261,-0.32886420081917667
M00087,-0.6918432613401139,1.2478824763777516,0.9815046928036614,-1.2044550314253641,1.102781171992138,-1.4506581985458427,-1.007274740044738,-0.9045174694641424,2.0946839613995,False,False,True,False,0.1,-0.12044550314253642,2.410115440104124,3.0184860772382036
M00088,-1.1445498557883447,1.4125782824166808,1.2968548437164042,-1.2044550314253641,1.0772227133180763,-0.29842769930371177,-1.3534502571456424,-1.6843002131727107,0.8630964958541685,False,False,True,False,0.1,-0.12044550314253642,1.0719968972114662,0.7376698884274275
M00089,-1.0800311012351527,1.3419943655428543,0.9193229729053739,-1.2775063197370469,1.1565420678237859,-1.4506581985458427,-1.4579560736289345,-1.8199146033828966,0.24730276308150267,False,False,True,False,0.1,-0.1277506319737047,0.6252277354752845,-0.0711022964399001
M00090,-0.7456088901344405,1.6537399984022565,1.2968548437164042,-1.0218268106461572,1.1323055983914854,-0.29842769930371177,-1.0834768978971383,-1.3452642376472463,0.8630964958541685,False,False,True,False,0.1,-0.10218268106461573,1.2009645036168664,1.641434499007685
M00091,-0.7187260757372772,1.7772618529314543,0.3907783537699332,-1.1131409210357608,1.1763719064502127,-2.026773448166908,-1.257653258702625,-1.5147822254099785,-0.3684909696911631,False,False,True,False,0.1,-0.11131409210357608,0.1704362132741848,-0.38460773554934885
M00092,-1.260145957696147,2.136063430373408,1.2968548437164042,-1.2957691418149677,1.1966424081572276,-1.4506581985458427,-1.444892846568523,-1.5486858229625249,-0.3684909696911631,False,False,True,False,0.1,-0.12957691418149678,-0.18374408081878713,-0.36950169542233013
M00093,-1.3768173721798358,1.5125721646546024,0.988167019935621,-1.4236088963604128,1.1323055983914854,-2.026773448166908,-1.3382098255751622,-0.9384210670166888,0.8630964958541685,False,False,True,False,0.1,-0.1423608896360413,0.8244889492494949,0.7720840180161181
M00094,-1.1246565731344436,-0.35790163250181295,1.0148163284634595,-1.222717853503285,1.2636231964064928,-0.8745429489247771,-1.3338554165550252,-1.5147822254099785,1.4788902286268342,False,False,True,False,0.1,-0.12227178535032851,1.6880890720474158,1.4493615837232747
M00095,-1.1187423539670678,-0.5167154454679235,0.9126606457734142,-1.3140319638928883,1.2697924795347146,-1.4506581985458427,-1.407880369897357,-1.6164930180676178,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.5364407790117919,0.11506172867452388
M00096,-1.3268153374011118,0.17147774405188979,1.2968548437164042,-1.2775063197370469,1.2631825333259052,-0.8745429489247771,-1.253298849682488,-1.0062282621217817,0.24730276308150267,False,False,True,False,0.1,-0.1277506319737047,0.17378627536287894,0.5285306848559996
M00097,-1.5047795687103334,0.8361429612804273,0.2975057739225019,-1.4783973625941749,1.1204076952156292,-1.4506581985458427,-1.4231208014678371,-1.175746249884514,0.24730276308150267,False,False,True,False,0.1,-0.1478397362594175,0.16564399583900635,-0.9491286173582925
M00098,-0.7886213931699019,1.2008265317952003,1.2968548437164042,-1.2775063197370469,1.1018998458309637,-0.8745429489247771,-1.0355783986756297,-1.0062282621217817,0.8630964958541685,False,False,True,False,0.1,-0.1277506319737047,1.1100535013598964,1.8417091675892854
M00099,-0.5692576276890491,1.5302181438730598,0.3041681010544615,-1.2775063197370469,1.2226415299118767,-2.026773448166908,-1.0769452843669327,-1.1418426523319676,0.8630964958541685,False,False,True,False,0.1,-0.1277506319737047,1.370784152532052,1.3142441354510783
M00100,-1.1622925132904722,1.3419943655428543,0.3397005124249106,-1.3505576080487298,1.2697924795347146,-1.4506581985458427,-1.055173239266247,-0.4637707012810384,0.8630964958541685,False,False,True,False,0.1,-0.135055760804873,0.7559772218299432,0.8744627600229309
M00101,-1.0101357838025278,1.3655223378341295,0.9948293470675805,-1.3870832522045713,1.2279294868789237,-0.8745429489247771,-1.3425642345952997,-1.6843002131727107,0.24730276308150267,False,False,True,False,0.1,-0.13870832522045715,0.5797312138742746,0.24676237606599735
M00102,-0.7504477967259299,0.8008510028435141,1.057011066965868,-1.2957691418149677,1.1287802937467872,-0.8745429489247771,-0.9332497867024062,-0.73499948170141,1.4788902286268342,False,False,True,False,0.1,-0.12957691418149678,1.6616922186033105,2.4916132150701227
M00103,-0.7407699835429511,1.5361001369458787,0.5551157563582626,-1.1131409210357608,1.110272444362122,-2.026773448166908,-1.1466158286891273,-1.1418426523319676,1.4788902286268342,False,False,True,False,0.1,-0.11131409210357608,1.8847360737730103,1.7788257307220523
M00104,-0.7192637320252205,1.724323915276084,0.5773235134647957,-0.9487755223344743,1.1124757597650587,-0.8745429489247771,-1.1596790557495384,-1.480878627857432,-0.3684909696911631,False,False,True,False,0.1,-0.09487755223344743,0.07192435403315489,-0.34354118038619574
M00105,-1.0160500029699038,0.6479191829502223,0.8393750473218619,-1.2592434976591262,1.2697924795347146,-1.4506581985458427,-1.3882855293067398,-1.6843002131727107,0.24730276308150267,False,False,True,False,0.1,-0.12592434976591263,0.6195382894183387,0.15427994989821361
