material_type,strength_mpa,weight_capacity_kg,biodegradability_score,recyclability_pct,co2_emission_per_kg,cost_inr_per_kg
Corrugated Cardboard,26.671384224130282,26.610879436027147,8.317882507,95.76627448,0.37755199498854397,40.69676562045942
Corrugated Cardboard,26.15414425436108,29.39086384187102,8.222687524022785,87.58405925313672,0.607793081,44.15934292888277
Corrugated Cardboard,27.335564123319614,30.76326252990364,8.202561597245122,88.35249213551013,0.5561154398334756,42.664185785774045
Corrugated Cardboard,25.788904284756594,28.737046557539212,8.173864914137848,98.30160319458176,0.6784012233088523,43.23947292629366
Corrugated Cardboard,27.40242784432789,28.775773880935347,6.777125278893288,85.96765475633039,0.43162872710767297,43.10182718617693
Corrugated Cardboard,25.036836758379103,35.02931193682585,8.196156424258497,89.12359788476455,0.674646502,33.05986933135742
Corrugated Cardboard,25.47122911621713,32.31259558,7.112848252532095,94.57501617282772,0.6304646766744972,42.757445264935676
Corrugated Cardboard,26.26556373221257,36.81207857341319,8.109119753035097,90.99288234520134,0.5586575190413781,40.41084040489012
Corrugated Cardboard,26.66067163308849,27.43174852,8.042939742331635,88.08937021293953,0.6431081843171752,46.80177536854952
Corrugated Cardboard,27.07507989,28.469950803435758,7.838075038823977,86.08494513687077,0.5600136065931499,47.037422662442204
Corrugated Cardboard,26.513977233290703,27.233504027467124,8.521763552063396,95.42255144,0.6372091412901331,55.13469738781355
Corrugated Cardboard,23.452421601792853,26.266035890065748,6.932767850657433,95.98417724595673,0.6588929090718652,44.69984277708354
Corrugated Cardboard,25.559937252639642,26.62353285810487,9.467451187770095,90.51688472790092,0.6098455315144403,48.91913976905293
Corrugated Cardboard,25.962018463473427,30.671652072837393,7.525715326732813,91.88587342854399,0.769382205,52.26526824923688
Corrugated Cardboard,28.186373253278795,28.466352970706446,7.406237107844851,89.49685232,0.6050152421059825,50.90863419974312
Corrugated Cardboard,21.61507074057036,34.58865095838184,7.905195260852606,88.29247572021032,0.5089106062265849,36.063773971924846
Corrugated Cardboard,26.64634116792383,30.219953901565212,7.226023460155368,84.81968491174554,0.5697793770638885,54.012716236562724
Corrugated Cardboard,24.48081729727279,25.49057114064568,7.852554161548434,88.90910572100931,0.3572802021352586,44.706807720803816
Corrugated Cardboard,24.538130939582643,32.088619094440254,9.109373656967207,94.50626011819102,0.5758000178500652,39.02476009279498
Corrugated Cardboard,30.146719606499722,30.177655302043465,8.008357575147768,89.90349965155998,0.6178276284691069,44.22045377561071
Corrugated Cardboard,23.85267598623953,28.359423176278824,7.980348037870401,87.82630091546494,0.5358438795590552,45.57472322953624
Corrugated Cardboard,24.49004556515829,34.511978965748064,6.409418114964193,94.36602740768984,0.7121476673247866,33.80369274499599
Corrugated Cardboard,24.314624811839302,28.885677402012625,7.1554929831693075,86.88873325,0.5000481739080754,54.46226039448756
Corrugated Cardboard,26.87135678629492,33.814665284982475,8.433003238425941,85.48379291513109,0.5527931760348204,47.642622630630754
Corrugated Cardboard,22.55574438221611,32.138995290517165,7.855804761105119,88.50071676980161,0.6639863971383142,47.39902188202461
Corrugated Cardboard,24.27806766836184,33.477989410092746,7.3513620034400615,92.46374242777705,0.6533791132171545,43.32844922770445
Corrugated Cardboard,25.652266044484236,26.24665927084409,8.554416212,89.26039145422804,0.5529549281532864,50.66464982
Corrugated Cardboard,23.591312618914483,25.77461611090932,7.066022495885658,92.42403980538256,0.4847613582753345,54.47588858271557
Corrugated Cardboard,20.836141184232556,35.089369104870116,8.12661048,89.61314755251843,0.5509572821871945,47.15533501750118
Corrugated Cardboard,24.924730595150304,33.309905646049565,8.068536589197224,90.60120704584752,0.5672749009007529,44.69249363190624
Corrugated Cardboard,25.615603537784118,24.869494822030124,7.191088746736572,92.97305637609087,0.6153778894315147,44.00648998369553
Corrugated Cardboard,25.036867866130788,31.042745116085012,7.676144191814383,86.88678109839076,0.6176260729587914,39.716787000878824
Corrugated Cardboard,25.816505511428943,24.89224918728648,8.617493382395386,91.89038992965217,0.6230426760882488,50.306531313305776
Corrugated Cardboard,28.330948888925153,33.04311019505439,6.895475461201013,84.88169213,0.5437663280073889,45.140891671138505
Corrugated Cardboard,26.035318040938247,27.822768560539604,8.112060058686247,86.97846827058672,0.5449633977307247,37.40403008
Corrugated Cardboard,23.153533507778192,25.94494618,7.414476048213601,94.21456718643135,0.5145541000051251,59.21486315012191
Corrugated Cardboard,25.98663580176178,30.554508371084623,7.484985331891272,92.80123951763596,0.5481925956386003,45.65885299908495
Corrugated Cardboard,30.12016907653759,29.71182030082605,8.689563995771405,87.18729429949644,0.5968510358552734,54.562323432431754
Corrugated Cardboard,23.746065884424464,35.437345673990784,8.424651161273285,87.75013289642293,0.6569166965149968,50.25179402798434
Corrugated Cardboard,26.24361992443439,25.28932584032863,7.563717694505079,89.00992545779398,0.5933009913809958,48.35162932677366
Corrugated Cardboard,25.35540200186651,25.993966923869696,8.228118710603578,92.44234298,0.6503811403137936,50.836215917994956
Corrugated Cardboard,26.66784430909781,31.37754023768531,7.957900573124812,83.35615626593604,0.6386656397219327,46.12151351
Corrugated Cardboard,25.54315767439075,26.169754272539073,7.351366075755043,94.21261141333162,0.596440036,48.68010376581217
Corrugated Cardboard,25.05663675226092,30.089268418487237,8.562970284,87.93582109,0.6086508699246885,42.50371344099277
Corrugated Cardboard,24.13100754513537,29.072483629594082,8.133280262980227,88.08500551334609,0.7130180513016169,40.16912056801468
Corrugated Cardboard,24.626256711677282,28.680806825177477,8.868186731,90.78621911,0.6928660085521772,36.97797398560035
Corrugated Cardboard,25.534100531738517,32.66889238687031,8.049370393565255,94.26192150026141,0.5534440394909664,52.61047617700213
Corrugated Cardboard,29.59779625,28.911484318681023,7.732698487159537,95.81353791,0.7421614931157641,42.17655585337235
Corrugated Cardboard,24.159626365808286,29.154646173418477,7.193329693379434,86.32539221406321,0.5096273309923138,40.853893148437706
Corrugated Cardboard,24.930630225226437,30.702644197609562,8.930300295688447,86.00658383704484,0.6885890158628925,43.844460241182254
Corrugated Cardboard,24.901072580695136,32.02445847649981,7.326366787062621,91.52963898473621,0.614980699,47.65923683
Corrugated Cardboard,25.578337287815636,37.36590041973268,7.617356009,87.87601217999273,0.5439173526217712,42.00042355653463
Corrugated Cardboard,23.725225745386965,33.56704959332266,8.852302548793913,87.71701483,0.5250879984206194,47.54564400448658
Corrugated Cardboard,23.895553911438057,31.898795453266533,8.121753813,83.93702354001107,0.7392754681197056,54.697739434715814
Corrugated Cardboard,23.774422619031228,28.83689532019205,8.171519234434943,91.33782716,0.6592689845405547,55.85510450933829
Corrugated Cardboard,24.646105545011903,27.60510826638464,7.1724084631912834,87.07627984023232,0.5970185724413583,54.69061246299605
Corrugated Cardboard,23.964777401927655,30.671363854916695,7.990146262356348,94.75357309379234,0.8274239183286259,42.13330862623027
Corrugated Cardboard,24.021121114963556,33.13248263120722,8.409134893775787,97.38682930294414,0.6525535366793367,43.05982270974988
Corrugated Cardboard,26.181309661384617,33.32611074174872,8.492289309,92.02909612442919,0.6960007220630238,51.31419618840663
Corrugated Cardboard,27.764317982075056,31.94612966276893,7.899729151809887,90.58685474573329,0.7085858069857521,40.58854737666893
Corrugated Cardboard,25.737346617745803,28.819983563017917,8.017246893760891,95.11380745042919,0.6171989161217912,45.25075736
Corrugated Cardboard,22.28028771804016,32.23876069808166,8.387290508684645,98.65301889322184,0.5722999588542299,46.18341176938527
Corrugated Cardboard,25.49876736742151,34.732359839290424,7.942822680567828,91.11608610308136,0.6547106858744886,46.007689265044334
Corrugated Cardboard,24.107132770898943,30.582269978694924,8.644179049915863,85.89393880235576,0.6119672706732188,41.219347599328465
Corrugated Cardboard,27.390093257849685,25.430439285648674,7.664646891637047,91.50884750025809,0.7408971626310906,44.644948590205864
Corrugated Cardboard,23.889600946613605,35.64347120832177,7.131191659750254,81.20477617351968,0.6396013005047999,42.28890719
Corrugated Cardboard,22.957534365738574,32.12506934189806,8.146280428262719,87.74368547705309,0.4847726041196195,49.71126957271278
Corrugated Cardboard,26.30040235591732,29.70247240866185,9.107982198,85.71966093469538,0.46270273461677347,41.26369642264128
Corrugated Cardboard,24.908827967289003,30.730018347968077,7.855258365286202,91.40822158605718,0.487361452,52.79632886
Corrugated Cardboard,24.835697643214864,33.351887494764384,8.205635207826623,91.82701287661513,0.6512790552208984,47.41762622
Corrugated Cardboard,26.285445519735088,33.98745759039729,8.117912701820883,92.83601503035405,0.5919237875141495,52.776632963427154
Corrugated Cardboard,23.64721539588146,35.40282129873245,7.975905229613394,84.27689959152781,0.611529397,41.32232104963565
Corrugated Cardboard,26.68128709797745,28.04212806209283,7.732289940071132,82.44183707621788,0.5592924312675831,31.911051636203638
Corrugated Cardboard,21.832194353028555,32.28124396843289,8.471480095190499,91.70183024713985,0.5129721471183708,44.742358676833305
Corrugated Cardboard,24.992794921818863,26.52490593242237,8.902038981,93.50944916230269,0.5801132243553302,45.14518353057046
Corrugated Cardboard,25.416765615895105,23.87479539472713,7.851693570487642,87.27206301,0.5098541991094576,43.482058418415846
Corrugated Cardboard,28.595373053699046,31.92252858380103,7.657292606130322,92.29033112542463,0.7259419892927401,49.99302188772895
Corrugated Cardboard,25.11926073984035,28.059189666883277,8.418933988168154,91.57394154168699,0.6805673898024959,48.429927729082635
Corrugated Cardboard,27.09910543063867,28.394294365318295,8.790436439380596,90.79039842,0.7867734785362739,41.278385782316334
Corrugated Cardboard,28.47192761,30.593732350387942,7.609149197831331,88.06445666,0.5711687422625111,47.290496110570345
Corrugated Cardboard,26.045670976070998,28.278899988184264,7.985387244643411,98.56908143444745,0.7554788853090639,47.356147816239776
Corrugated Cardboard,25.07600696,30.360093980154783,8.368110784,85.90882973920638,0.576836112,35.98964600106102
Corrugated Cardboard,25.79844624521056,31.94158781910822,7.710088122620376,96.29594705316013,0.48968109032978924,37.09237564686697
Corrugated Cardboard,25.448903637119944,33.14129490783646,9.010356614874722,88.16446294852425,0.6970812750088166,44.79205426469618
Corrugated Cardboard,24.65474540011836,32.650979812460015,8.391393727048051,83.69443137206301,0.7328886314753306,52.452493312396236
Corrugated Cardboard,23.74887459698094,31.187410600312226,8.296418111769643,91.04269506329562,0.5504725361539121,41.37323381313452
Corrugated Cardboard,24.94889185801711,33.51818705777809,8.326160092756659,88.51754267165558,0.669452884,29.617869848597593
Corrugated Cardboard,27.297531400744205,24.78085866,7.782535435,85.52132042149543,0.48347866718511845,51.268464651844006
Corrugated Cardboard,24.064597597376217,31.039511645192146,7.971847653,91.90816330889248,0.6069139701954229,38.071841989381724
Corrugated Cardboard,26.99253363889428,28.51873025051606,7.0660508608041495,88.28753935613635,0.735068381,49.591197407412864
Corrugated Cardboard,24.302695731184283,28.952226887044713,7.807018969269571,98.30699193424337,0.6343741907008398,47.32222489483178
Corrugated Cardboard,27.060566908063684,30.71636747707954,7.844574712507578,89.21460060366009,0.5935558866527342,44.79899992284685
Corrugated Cardboard,26.45525908727396,30.15583766,8.439584046329347,89.67713367956567,0.6070771671284482,34.20971630352662
Corrugated Cardboard,26.832655349404963,31.03946542769398,8.598806065915792,78.41497848722524,0.7879537234302655,44.24621600796206
Corrugated Cardboard,27.216365633475032,26.880282218623407,8.367664343037541,85.78633774730538,0.5438607935373775,55.33576931088064
Corrugated Cardboard,24.618635198473307,30.65229861953917,8.522040638413252,91.98272755189042,0.6135377014629219,46.97078941331762
Corrugated Cardboard,29.80683117047655,29.827143608899245,8.120659428028981,94.20261758403045,0.6994973339662185,51.40996365002605
Corrugated Cardboard,26.27746044405837,26.57098526180855,8.980058919380657,85.41461842792525,0.627237192,40.92691040989547
Corrugated Cardboard,24.871723306814015,30.986287230910442,8.192814329270163,91.68768301694114,0.7452340142152782,47.44908522817549
Corrugated Cardboard,24.511686729418702,32.892261504865075,8.713682293354784,85.08956873945203,0.6537660062864872,48.78633280847885
Corrugated Cardboard,24.404872993280016,34.127120439934856,7.909966647780484,90.50230581388617,0.5844235358144517,45.084126856939925
Corrugated Cardboard,22.807449826209595,25.679847352217116,8.956703037934982,86.61215460672669,0.5107746885489324,33.371693386539945
Corrugated Cardboard,23.722076504620997,26.030730619777504,8.985209096081821,94.03926835737053,0.5380664689340049,57.16315334885927
Corrugated Cardboard,26.96353097398319,29.025505849474133,6.500356571075856,99.16377029036296,0.4749384779912763,36.114846766432784
Corrugated Cardboard,27.04514086401928,37.31925721901782,8.830563691106311,92.25563648020943,0.6535278907498757,49.60844401741366
Corrugated Cardboard,26.51785717957353,30.84357427190813,8.062520662371126,89.74962748840191,0.5321431870019991,43.48435458491942
Corrugated Cardboard,21.61408637160923,29.704981119615752,7.406845335709449,85.58564273113691,0.6161904736038131,52.516812346260835
Corrugated Cardboard,26.836633212004624,25.28849818913047,7.406223118057797,93.76308475195286,0.5115761345815522,43.78698099001607
Corrugated Cardboard,26.100104198049102,27.094966635409094,8.063225303687576,84.66389802032718,0.5458769120443907,46.72682244
Corrugated Cardboard,21.814012532936662,31.321424213881198,7.988217320643991,92.20995981766859,0.6201522720658195,52.366358321858755
Corrugated Cardboard,25.250449005295813,28.71178337662424,8.073378502,92.17319211614556,0.6043974063293134,45.219195132500964
Corrugated Cardboard,23.59601662438649,28.011297247347155,7.158436836920184,96.99830697274776,0.48805230881478434,41.25831193
Corrugated Cardboard,23.563185468861604,32.68477313083332,7.823030193024783,94.99096829069494,0.5393858438180518,46.50656847600853
Corrugated Cardboard,23.329305893480484,36.43544738332017,7.287440948582292,91.23928284,0.6570399192838888,47.234515126238094
Corrugated Cardboard,24.629424682244583,29.61053790079972,8.026286883187465,89.41199199348604,0.6867491205115418,56.93682420859329
Corrugated Cardboard,23.885016429984333,25.890591061262768,7.947030770989247,100,0.5276692888827242,53.85123074939796
Corrugated Cardboard,28.355401628152883,28.339235274876017,8.341389847511165,96.51358649251415,0.5658785033111261,43.900666055447246
Corrugated Cardboard,23.836638172102713,26.95572981,7.610433472960396,85.10423893295098,0.6030675121433303,40.84214455228334
Corrugated Cardboard,25.467571823581494,25.33231306138912,8.198528139328674,93.33411585,0.420563792,47.01990547717689
Corrugated Cardboard,27.455337984946585,26.371076943926383,9.003543432102623,91.67607603746418,0.5365489329817432,44.69884698064839
Corrugated Cardboard,26.116653825043446,30.228016174237233,8.323253595467822,86.31730562768253,0.615242474,37.36594171671311
Corrugated Cardboard,24.77754788,27.28827707560563,7.558682034,94.94437270084175,0.6982179108534842,48.289345852898755
Corrugated Cardboard,22.81537447065484,29.050774650915596,8.72785862,90.56686765455962,0.8087396585983524,47.12391633272961
Corrugated Cardboard,25.38409823298006,29.072650607392497,8.080124542869369,89.39012065447783,0.6637297809019731,50.166192510690756
Corrugated Cardboard,23.428021078984102,26.006301139326666,6.898276776138022,92.03196530765017,0.5006970054443514,33.374390798056595
Corrugated Cardboard,25.77715720906193,37.47899855229837,7.996357453076064,93.35396309780657,0.6073646422692808,44.46599587276783
Corrugated Cardboard,26.83815296597554,29.129176367434045,8.160435388443142,91.28679122478405,0.5398718591721255,50.35702868749722
Corrugated Cardboard,24.650080486609184,27.732764521521467,8.321905906142241,86.40612807283586,0.6025363041632216,44.95075742
Corrugated Cardboard,27.171791131663156,31.42409469863986,7.984983824752914,93.27106519680115,0.7251186794115582,48.01217565430006
Corrugated Cardboard,25.020705239686762,26.06449130294952,7.360931802154776,88.77910118258133,0.5451439018056645,43.990354963878595
Corrugated Cardboard,25.113299849794213,31.589078263070192,7.957700733164545,91.94600658,0.6058026973329108,34.332480541689094
Corrugated Cardboard,23.12132921236249,29.567737332835154,7.2741831542953355,92.39971491998482,0.7377675749109327,51.58131399916551
Corrugated Cardboard,24.573114258139583,34.47217841054986,8.089200474321267,88.65165611552784,0.5447937602813154,43.36666369296411
Corrugated Cardboard,24.223646362917542,30.511248667126463,8.096344389,90.01218408061366,0.6393244352771714,51.429489883846244
Corrugated Cardboard,26.899108270882646,25.54530609465029,6.467647319058827,93.73727964,0.4769809171426121,43.78626682977951
Corrugated Cardboard,22.65977394788128,24.594058687259942,8.324877636922873,93.03662064121059,0.5481140639345953,31.00837162241749
Corrugated Cardboard,23.907511103495036,31.17541201620764,7.112653058735523,90.73343967911663,0.5986221135744304,48.12817409784588
Corrugated Cardboard,25.239160736828307,27.080793177355332,8.717942900998695,89.36588170789211,0.5975425914441062,39.96035302100474
Corrugated Cardboard,24.11343549761698,27.345591857919295,7.896232364045947,96.84683392056937,0.4765288971361779,36.28676845
Corrugated Cardboard,27.942340654987216,29.372028968544402,7.598556357,94.15961874958431,0.5454946014236822,54.86045245315346
Corrugated Cardboard,26.35585174267854,28.536265775562892,9.294384927959301,87.57714030798665,0.6667885834808376,46.61617993419506
Corrugated Cardboard,27.603482578797596,34.68453359018056,8.019202489,86.98632851861527,0.6413974928645204,41.340337003338625
Corrugated Cardboard,29.026774495053246,30.409605993248213,7.7808070692127345,90.73872122345963,0.4787586339423273,39.753284192042486
Corrugated Cardboard,27.40082781588885,28.029317163085814,7.371853410390837,92.14661101010914,0.7067133739196697,48.88234787759136
Corrugated Cardboard,26.992095371611633,27.729614734291616,7.146913599954893,96.00533460782195,0.5709588145042077,43.64550171114274
